state_name,state_abbr,year,nflis_fentanyl_reports,nflis_related_reports_total,nflis_analog_reports,nflis_unique_compounds_detected,nflis_top_compound_1,nflis_top_compound_1_reports,nflis_top_compound_2,nflis_top_compound_2_reports,nflis_top_compound_3,nflis_top_compound_3_reports,nflis_top_analog_1,nflis_top_analog_1_reports,nflis_top_analog_2,nflis_top_analog_2_reports,nflis_top_analog_3,nflis_top_analog_3_reports,nflis_table3_source_file,nflis_source_url,dea_fpp_powder_seizures,dea_fpp_tablet_seizures,dea_fpp_avg_powder_purity_pct,dea_fpp_avg_tablet_potency_mg,dea_fpp_dominant_composition_notes,dea_fpp_source_url,dea_fpp_source_pub_date,dea_fpp_extraction_status,record_generated_utc
New Jersey,NJ,2018,7208,10451,3243,22,Fentanyl,7208,Acetyl fentanyl,954,Fluoroisobutyryl fentanyl,906,Acetyl fentanyl,954,Fluoroisobutyryl fentanyl,906,ANPP,596,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New Mexico,NM,2018,40,44,4,3,Fentanyl,40,ANPP,3,Acetyl fentanyl,1,ANPP,3,Acetyl fentanyl,1,,,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Nevada,NV,2018,34,35,1,2,Fentanyl,34,Carfentanil,1,,,Carfentanil,1,,,,,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New York,NY,2018,5876,6273,397,16,Fentanyl,5876,Butyryl fentanyl,134,ANPP,120,Butyryl fentanyl,134,ANPP,120,Acetyl fentanyl,65,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Ohio,OH,2018,16174,21885,5711,28,Fentanyl,16174,Acetyl fentanyl,2446,ANPP,669,Acetyl fentanyl,2446,ANPP,669,Carfentanil,529,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Oklahoma,OK,2018,59,69,10,6,Fentanyl,59,Acetyl fentanyl,3,ANPP,2,Acetyl fentanyl,3,ANPP,2,Cyclopropyl fentanyl,2,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Oregon,OR,2018,128,205,77,10,Fentanyl,128,Cyclopropyl fentanyl,40,Acetyl fentanyl,18,Cyclopropyl fentanyl,40,Acetyl fentanyl,18,Carfentanil,6,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Pennsylvania,PA,2018,10728,13003,2275,27,Fentanyl,10728,Acetyl fentanyl,1247,Fluoroisobutyryl fentanyl,198,Acetyl fentanyl,1247,Fluoroisobutyryl fentanyl,198,3-Methylfentanyl,169,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Rhode Island,RI,2018,655,863,208,10,Fentanyl,655,ANPP,89,Acetyl fentanyl,64,ANPP,89,Acetyl fentanyl,64,4-Fluoroisobutyryl fentanyl,18,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
South Carolina,SC,2018,1308,1624,316,14,Fentanyl,1308,Acetyl fentanyl,169,Methoxyacetyl fentanyl,80,Acetyl fentanyl,169,Methoxyacetyl fentanyl,80,Fluoroisobutyryl fentanyl,17,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
South Dakota,SD,2018,3,4,1,2,Fentanyl,3,Carfentanil,1,,,Carfentanil,1,,,,,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Tennessee,TN,2018,1145,1309,164,12,Fentanyl,1145,Acetyl fentanyl,56,ANPP,38,Acetyl fentanyl,56,ANPP,38,Methoxyacetyl fentanyl,30,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Texas,TX,2018,260,363,103,13,Fentanyl,260,Methoxyacetyl fentanyl,38,Benzylfentanyl,26,Methoxyacetyl fentanyl,38,Benzylfentanyl,26,Carfentanil,11,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Utah,UT,2018,28,41,13,7,Fentanyl,28,Acetyl fentanyl,3,Carfentanil,3,Acetyl fentanyl,3,Carfentanil,3,Cyclopropyl fentanyl,3,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Virginia,VA,2018,2684,3186,502,14,Fentanyl,2684,4-Fluoroisobutyryl fentanyl,191,Acetyl fentanyl,168,4-Fluoroisobutyryl fentanyl,191,Acetyl fentanyl,168,Cyclopropyl fentanyl,77,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Vermont,VT,2018,682,726,44,5,Fentanyl,682,ANPP,28,Acetyl fentanyl,12,ANPP,28,Acetyl fentanyl,12,4-Fluoroisobutyryl fentanyl,3,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Washington,WA,2018,288,344,56,10,Fentanyl,288,Acetyl fentanyl,25,Methoxyacetyl fentanyl,10,Acetyl fentanyl,25,Methoxyacetyl fentanyl,10,Furanyl fentanyl,8,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Wisconsin,WI,2018,580,723,143,11,Fentanyl,580,Acetyl fentanyl,82,Cyclopropyl fentanyl,18,Acetyl fentanyl,82,Cyclopropyl fentanyl,18,Acryl fentanyl,9,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
West Virginia,WV,2018,564,696,132,14,Fentanyl,564,Acetyl fentanyl,37,Fluorobutyryl fentanyl,32,Acetyl fentanyl,37,Fluorobutyryl fentanyl,32,Carfentanil,12,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Wyoming,WY,2018,26,29,3,3,Fentanyl,26,4-Fluoroisobutyryl fentanyl,2,Furanyl fentanyl,1,4-Fluoroisobutyryl fentanyl,2,Furanyl fentanyl,1,,,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Alaska,AK,2019,9,10,1,2,Fentanyl,9,ANPP,1,,,ANPP,1,,,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Alabama,AL,2019,139,158,19,6,Fentanyl,139,Acetyl fentanyl,10,ANPP,5,Acetyl fentanyl,10,ANPP,5,Carfentanil,2,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Arkansas,AR,2019,305,309,4,4,Fentanyl,305,Acetyl fentanyl,2,Carfentanil,1,Acetyl fentanyl,2,Carfentanil,1,Valeryl fentanyl,1,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Arizona,AZ,2019,3229,3244,15,5,Fentanyl,3229,Acetyl fentanyl,10,Valeryl fentanyl,3,Acetyl fentanyl,10,Valeryl fentanyl,3,ANPP,1,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
California,CA,2019,2933,3198,265,9,Fentanyl,2933,ANPP,161,Acetyl fentanyl,58,ANPP,161,Acetyl fentanyl,58,Valeryl fentanyl,37,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Colorado,CO,2019,275,285,10,5,Fentanyl,275,Furanyl fentanyl,3,para-Fluoro furanyl fentanyl,3,Furanyl fentanyl,3,para-Fluoro furanyl fentanyl,3,Acetyl fentanyl,2,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Connecticut,CT,2019,492,568,76,6,Fentanyl,492,Acetyl fentanyl,43,ANPP,25,Acetyl fentanyl,43,ANPP,25,Valeryl fentanyl,6,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
District of Columbia,DC,2019,100,108,8,5,Fentanyl,100,para-Fluoroisobutyryl fentanyl,3,Acetyl fentanyl,2,para-Fluoroisobutyryl fentanyl,3,Acetyl fentanyl,2,Methoxyacetyl fentanyl,2,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Delaware,DE,2019,47,52,5,4,Fentanyl,47,Acetyl fentanyl,2,ANPP,2,Acetyl fentanyl,2,ANPP,2,Valeryl fentanyl,1,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Florida,FL,2019,4387,5326,939,16,Fentanyl,4387,Acetyl fentanyl,465,Fluoroisobutyryl fentanyl,190,Acetyl fentanyl,465,Fluoroisobutyryl fentanyl,190,Fluoro furanyl fentanyl,94,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Georgia,GA,2019,203,244,41,13,Fentanyl,203,Carfentanil,16,Fluoroisobutyryl fentanyl,6,Carfentanil,16,Fluoroisobutyryl fentanyl,6,ANPP,4,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Hawaii,HI,2019,4,5,1,2,Fentanyl,4,ANPP,1,,,ANPP,1,,,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Iowa,IA,2019,461,538,77,10,Fentanyl,461,Acetyl fentanyl,42,ANPP,9,Acetyl fentanyl,42,ANPP,9,para-Fluoro furanyl fentanyl,5,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Idaho,ID,2019,57,57,0,1,Fentanyl,57,,,,,,,,,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Illinois,IL,2019,2458,2641,183,10,Fentanyl,2458,Acetyl fentanyl,95,Furanyl fentanyl,49,Acetyl fentanyl,95,Furanyl fentanyl,49,ANPP,20,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Indiana,IN,2019,2040,2213,173,8,Fentanyl,2040,Acetyl fentanyl,134,ANPP,25,Acetyl fentanyl,134,ANPP,25,Methoxyacetyl fentanyl,7,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Kansas,KS,2019,158,179,21,3,Fentanyl,158,ANPP,20,Acetyl fentanyl,1,ANPP,20,Acetyl fentanyl,1,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Kentucky,KY,2019,3208,4074,866,11,Fentanyl,3208,Acetyl fentanyl,413,ANPP,330,Acetyl fentanyl,413,ANPP,330,Valeryl fentanyl,107,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Louisiana,LA,2019,468,513,45,7,Fentanyl,468,ANPP,32,Acetyl fentanyl,5,ANPP,32,Acetyl fentanyl,5,Carfentanil,3,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Massachusetts,MA,2019,8899,11207,2308,14,Fentanyl,8899,Acetyl fentanyl,1676,Valeryl fentanyl,528,Acetyl fentanyl,1676,Valeryl fentanyl,528,ANPP,57,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Maryland,MD,2019,5887,7352,1465,8,Fentanyl,5887,Acetyl fentanyl,789,ANPP,617,Acetyl fentanyl,789,ANPP,617,para-Fluoroisobutyryl fentanyl,28,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Maine,ME,2019,384,429,45,5,Fentanyl,384,Acetyl fentanyl,37,ANPP,5,Acetyl fentanyl,37,ANPP,5,para-Fluoroisobutyryl fentanyl,2,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Michigan,MI,2019,1736,1949,213,5,Fentanyl,1736,Acetyl fentanyl,126,ANPP,83,Acetyl fentanyl,126,ANPP,83,Carfentanil,2,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Minnesota,MN,2019,590,865,275,13,Fentanyl,590,Acetyl fentanyl,145,ANPP,81,Acetyl fentanyl,145,ANPP,81,para-Fluoroisobutyryl fentanyl,11,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Missouri,MO,2019,3456,3642,186,9,Fentanyl,3456,Valeryl fentanyl,101,Acetyl fentanyl,57,Valeryl fentanyl,101,Acetyl fentanyl,57,ANPP,21,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Mississippi,MS,2019,139,142,3,3,Fentanyl,139,Acetyl fentanyl,2,ANPP,1,Acetyl fentanyl,2,ANPP,1,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Montana,MT,2019,27,27,0,1,Fentanyl,27,,,,,,,,,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
North Carolina,NC,2019,373,434,61,7,Fentanyl,373,Acetyl fentanyl,30,ANPP,17,Acetyl fentanyl,30,ANPP,17,para-Fluoroisobutyryl fentanyl,6,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
North Dakota,ND,2019,171,177,6,4,Fentanyl,171,Acetyl fentanyl,4,Carfentanil,1,Acetyl fentanyl,4,Carfentanil,1,Thiofuranyl fentanyl,1,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Nebraska,NE,2019,16,22,6,3,Fentanyl,16,Acetyl fentanyl,5,ANPP,1,Acetyl fentanyl,5,ANPP,1,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New Hampshire,NH,2019,1455,1764,309,5,Fentanyl,1455,Acetyl fentanyl,259,Valeryl fentanyl,47,Acetyl fentanyl,259,Valeryl fentanyl,47,ANPP,2,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New Jersey,NJ,2019,9754,14392,4638,20,Fentanyl,9754,ANPP,2709,Acetyl fentanyl,1434,ANPP,2709,Acetyl fentanyl,1434,Fluoroisobutyryl fentanyl,146,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New Mexico,NM,2019,122,134,12,4,Fentanyl,122,ANPP,10,Acetyl fentanyl,1,ANPP,10,Acetyl fentanyl,1,Furanyl fentanyl,1,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Nevada,NV,2019,83,85,2,3,Fentanyl,83,Acetyl fentanyl,1,ANPP,1,Acetyl fentanyl,1,ANPP,1,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New York,NY,2019,6899,7320,421,13,Fentanyl,6899,ANPP,174,Acetyl fentanyl,137,ANPP,174,Acetyl fentanyl,137,Butyryl fentanyl,78,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Ohio,OH,2019,17064,25534,8470,27,Fentanyl,17064,Acetyl fentanyl,3895,Carfentanil,2712,Acetyl fentanyl,3895,Carfentanil,2712,ANPP,790,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Oklahoma,OK,2019,114,118,4,5,Fentanyl,114,Acetyl fentanyl,1,ANPP,1,Acetyl fentanyl,1,ANPP,1,Benzylfentanyl,1,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Oregon,OR,2019,194,210,16,5,Fentanyl,194,Acetyl fentanyl,10,Cyclopropyl fentanyl,3,Acetyl fentanyl,10,Cyclopropyl fentanyl,3,Furanyl fentanyl,2,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Pennsylvania,PA,2019,11808,14190,2382,18,Fentanyl,11808,Acetyl fentanyl,1566,Valeryl fentanyl,392,Acetyl fentanyl,1566,Valeryl fentanyl,392,ANPP,128,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Rhode Island,RI,2019,643,807,164,9,Fentanyl,643,Acetyl fentanyl,81,Valeryl fentanyl,32,Acetyl fentanyl,81,Valeryl fentanyl,32,Carfentanil,31,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
South Carolina,SC,2019,1246,1467,221,13,Fentanyl,1246,Acetyl fentanyl,187,Valeryl fentanyl,10,Acetyl fentanyl,187,Valeryl fentanyl,10,Fluoroisobutyryl fentanyl,7,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
South Dakota,SD,2019,7,7,0,1,Fentanyl,7,,,,,,,,,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Tennessee,TN,2019,1970,2428,458,9,Fentanyl,1970,Acetyl fentanyl,218,ANPP,189,Acetyl fentanyl,218,ANPP,189,Carfentanil,32,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Texas,TX,2019,419,496,77,6,Fentanyl,419,Carfentanil,40,ANPP,27,Carfentanil,40,ANPP,27,Benzylfentanyl,7,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Utah,UT,2019,68,70,2,3,Fentanyl,68,Carfentanil,1,Furanyl fentanyl,1,Carfentanil,1,Furanyl fentanyl,1,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Virginia,VA,2019,3342,3864,522,11,Fentanyl,3342,Acetyl fentanyl,321,ANPP,118,Acetyl fentanyl,321,ANPP,118,para-Fluoroisobutyryl fentanyl,30,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Vermont,VT,2019,326,430,104,3,Fentanyl,326,ANPP,70,Acetyl fentanyl,34,ANPP,70,Acetyl fentanyl,34,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Washington,WA,2019,586,647,61,7,Fentanyl,586,ANPP,38,Acetyl fentanyl,14,ANPP,38,Acetyl fentanyl,14,Carfentanil,4,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Wisconsin,WI,2019,585,657,72,11,Fentanyl,585,Acetyl fentanyl,48,ANPP,14,Acetyl fentanyl,48,ANPP,14,Furanyl fentanyl,3,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
West Virginia,WV,2019,1100,1379,279,15,Fentanyl,1100,Acetyl fentanyl,156,Carfentanil,35,Acetyl fentanyl,156,Carfentanil,35,ANPP,19,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Wyoming,WY,2019,23,25,2,3,Fentanyl,23,Acetyl fentanyl,1,Cyclopropyl fentanyl,1,Acetyl fentanyl,1,Cyclopropyl fentanyl,1,,,NFLISPublicData_2019_Table3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Alaska,AK,2020,54,54,0,1,Fentanyl,54,,,,,,,,,,,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Alabama,AL,2020,116,145,29,3,Fentanyl,116,ANPP,28,Acetyl fentanyl,1,ANPP,28,Acetyl fentanyl,1,,,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Arkansas,AR,2020,424,440,16,5,Fentanyl,424,Furanyl fentanyl,12,Acetyl fentanyl,2,Furanyl fentanyl,12,Acetyl fentanyl,2,ANPP,1,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Arizona,AZ,2020,7936,7956,20,3,Fentanyl,7936,ANPP,12,Acetyl fentanyl,8,ANPP,12,Acetyl fentanyl,8,,,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
California,CA,2020,4454,5092,638,8,Fentanyl,4454,ANPP,578,Acetyl fentanyl,31,ANPP,578,Acetyl fentanyl,31,para-Fluorofentanyl,13,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Colorado,CO,2020,649,653,4,3,Fentanyl,649,ANPP,3,Carfentanil,1,ANPP,3,Carfentanil,1,,,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Connecticut,CT,2020,314,337,23,4,Fentanyl,314,ANPP,16,Acetyl fentanyl,4,ANPP,16,Acetyl fentanyl,4,Valeryl fentanyl,3,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
District of Columbia,DC,2020,96,99,3,2,Fentanyl,96,ANPP,3,,,ANPP,3,,,,,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Delaware,DE,2020,12,14,2,2,Fentanyl,12,ANPP,2,,,ANPP,2,,,,,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Florida,FL,2020,6396,6548,152,9,Fentanyl,6396,ANPP,64,Acetyl fentanyl,49,ANPP,64,Acetyl fentanyl,49,Carfentanil,17,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Georgia,GA,2020,591,623,32,7,Fentanyl,591,ANPP,16,Carfentanil,11,ANPP,16,Carfentanil,11,para-Fluoroisobutyryl fentanyl,2,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Hawaii,HI,2020,22,22,0,1,Fentanyl,22,,,,,,,,,,,2020NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
